#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
drugbank_target|P25787 -            234 sp|P0DTC2|SPIKE_SA   -           1273     3e-29   99.4   0.0   1   2     0.068   1.2e+02   -1.9   0.0   766   809    40    83    37   120 0.88 Proteasome subunit alpha type-2 (DB08515)
drugbank_target|P25787 -            234 sp|P0DTC2|SPIKE_SA   -           1273     3e-29   99.4   0.0   2   2   3.9e-32   6.9e-29   98.2   0.0   246   325   143   226   132   234 0.95 Proteasome subunit alpha type-2 (DB08515)
drugbank_target|O14818 -            248 sp|P0DTC2|SPIKE_SA   -           1273   1.8e-13   47.2   0.0   1   1   1.3e-16   2.3e-13   46.9   0.0   247   310   142   208   132   232 0.84 Proteasome subunit alpha type-7 (DB07558; DB08515)
drugbank_target|P25789 -            261 sp|P0DTC2|SPIKE_SA   -           1273   0.00095   15.0   0.0   1   1   9.3e-07    0.0016   14.2   0.0   248   311   146   214   134   227 0.85 Proteasome subunit alpha type-4 (DB08515)
drugbank_target|Q9HBG4 -            840 sp|P0DTC4|VEMP_SAR   -             75   8.9e-22   75.3   4.3   1   3         3   3.9e+03   -3.7   0.0    23    38   450   465   434   468 0.75 V-type proton ATPase 116 kDa subunit a isoform 4 (DB01133)
drugbank_target|Q9HBG4 -            840 sp|P0DTC4|VEMP_SAR   -             75   8.9e-22   75.3   4.3   2   3   6.7e-25   8.9e-22   75.3   4.3    14    59   570   615   567   626 0.94 V-type proton ATPase 116 kDa subunit a isoform 4 (DB01133)
drugbank_target|Q9HBG4 -            840 sp|P0DTC4|VEMP_SAR   -             75   8.9e-22   75.3   4.3   3   3     0.074        97    1.4   0.8    19    37   778   796   754   811 0.79 V-type proton ATPase 116 kDa subunit a isoform 4 (DB01133)
drugbank_target|Q93050 -            837 sp|P0DTC4|VEMP_SAR   -             75   1.5e-18   65.0   1.4   1   2   1.1e-21   1.5e-18   65.0   1.4    14    59   566   611   563   619 0.95 V-type proton ATPase 116 kDa subunit a isoform 1 (DB01133)
drugbank_target|Q93050 -            837 sp|P0DTC4|VEMP_SAR   -             75   1.5e-18   65.0   1.4   2   2       1.2   1.6e+03   -2.4   1.3    21    37   777   793   766   807 0.62 V-type proton ATPase 116 kDa subunit a isoform 1 (DB01133)
drugbank_target|Q9Y487 -            856 sp|P0DTC4|VEMP_SAR   -             75   3.2e-17   60.7   5.2   1   2   2.4e-20   3.2e-17   60.7   5.2    14    59   581   626   579   634 0.95 V-type proton ATPase 116 kDa subunit a isoform 2 (DB01133)
drugbank_target|Q9Y487 -            856 sp|P0DTC4|VEMP_SAR   -             75   3.2e-17   60.7   5.2   2   2       2.4   3.2e+03   -3.4   2.8    28    39   794   805   784   820 0.58 V-type proton ATPase 116 kDa subunit a isoform 2 (DB01133)
drugbank_target|Q13488 -            830 sp|P0DTC4|VEMP_SAR   -             75   9.8e-16   55.9   2.1   1   2   7.5e-19   9.8e-16   55.9   2.1    17    59   567   609   565   621 0.92 V-type proton ATPase 116 kDa subunit a isoform 3 (DB01133)
drugbank_target|Q13488 -            830 sp|P0DTC4|VEMP_SAR   -             75   9.8e-16   55.9   2.1   2   2       2.3   3.1e+03   -3.4   1.1    19    38   783   802   770   806 0.58 V-type proton ATPase 116 kDa subunit a isoform 3 (DB01133)
